Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
44,Male,30588,85,11,7,2,1,0.00782009403094011,-1.722579478641108,1.1937986843211807,0.23511243835146495,0.7460756690134459,-1.1611070926746387,0.5098039215686275,0.004577805994586848,0.8571428571428571,0.5555555555555555,0.75,0.125
31,Male,101631,87,15,8,8,1,-0.8761905355535787,1.0596355537170359,1.2626650635724745,0.9850723692971269,1.1290713923263032,1.223912611552623,0.2549019607843137,0.7958699502121829,0.8775510204081631,0.7777777777777777,0.875,0.875
62,Female,117555,81,9,3,4,0,1.231834811917197,1.683257756823198,1.0560659258185927,-0.13986752712136605,-0.7859072242379828,-0.3661005245988848,0.8627450980392156,0.9732348715207004,0.8163265306122448,0.4444444444444444,0.25,0.375
44,Male,109926,81,19,9,6,0,0.00782009403094011,1.3844877375129172,1.0560659258185927,1.735032300242789,1.5120671156391603,0.42890604347686917,0.5098039215686275,0.8882614361613259,0.8163265306122448,1.0,1.0,0.625
41,Male,75198,30,12,4,1,1,-0.1961823589501027,0.024455592984482095,-0.700026745089403,0.42260242108788043,-0.4029115009251256,-1.558610376712516,0.4509803921568628,0.5014535369398871,0.2959183673469387,0.611111111111111,0.375,0.0
38,Male,98328,17,6,3,8,0,-0.4001848119311455,0.9302821163357463,-1.1476582102228137,-0.7023374753306125,-0.7859072242379828,1.223912611552623,0.3921568627450981,0.7590804290440072,0.16326530612244897,0.2777777777777778,0.25,0.875
48,Female,113973,34,12,2,8,0,0.27982336467233054,1.5429780072925352,-0.5622939865868151,0.42260242108788043,-1.16890294755084,1.223912611552623,0.5882352941176471,0.9333377886189729,0.336734693877551,0.611111111111111,0.125,0.875
47,Male,95367,3,2,5,7,0,0.21182254701198291,0.814322222879495,-1.6297228649818714,-1.4522974062762746,-0.019915777612268423,0.8264093275147462,0.5686274509803921,0.7261001770976041,0.020408163265306124,0.05555555555555555,0.5,0.75
26,Female,33052,92,8,3,3,1,-1.2161946238553167,-1.6260833025262131,1.4348310117007095,-0.32735750985778156,-0.7859072242379828,-0.7636038086367618,0.1568627450980392,0.0320223655339103,0.9285714285714285,0.38888888888888884,0.25,0.25
23,Female,77026,21,3,2,6,0,-1.4201970768363597,0.09604447688790237,-1.0099254517202256,-1.264807423539859,-1.16890294755084,0.42890604347686917,0.09803921568627455,0.5218141923124047,0.2040816326530612,0.1111111111111111,0.125,0.625
28,Male,114627,49,11,1,7,0,-1.0801929885346215,1.5685902228684854,-0.04579614220211042,0.23511243835146495,-1.551898670863697,0.8264093275147462,0.1960784313725491,0.9406221806395563,0.48979591836734687,0.5555555555555555,0.0,0.75
25,Female,60265,56,2,5,3,0,-1.2841954415156644,-0.5603566626663795,0.1952361851774184,-1.4522974062762746,-0.019915777612268423,-0.7636038086367618,0.13725490196078433,0.33512658580323235,0.5612244897959183,0.05555555555555555,0.5,0.25
61,Male,61951,63,10,2,7,1,1.1638339942568494,-0.49432884086048967,0.4362685125569472,0.04762245561504946,-1.16890294755084,0.8264093275147462,0.8431372549019608,0.35390561477372723,0.6326530612244897,0.5,0.125,0.75
24,Male,60586,62,13,8,2,1,-1.352196259176012,-0.5477855293332297,0.40183532293130025,0.610092403824296,1.1290713923263032,-1.1611070926746387,0.11764705882352944,0.3387019525289316,0.6224489795918366,0.6666666666666666,0.875,0.125
65,Female,77509,40,15,1,6,0,1.4358372648982398,0.11495992050133344,-0.3556948488329332,0.9850723692971269,-1.551898670863697,0.42890604347686917,0.9215686274509803,0.5271939497221017,0.39795918367346933,0.7777777777777777,0.0,0.625
52,Male,51134,81,14,7,3,1,0.5518266353137209,-0.917948620501243,1.0560659258185927,0.7975823865607115,0.7460756690134459,-0.7636038086367618,0.6666666666666666,0.2334235528675333,0.8163265306122448,0.7222222222222221,0.75,0.25
67,Male,57648,14,1,5,8,1,1.571838900218935,-0.6628446873793176,-1.2509577790997546,-1.63978738901269,-0.019915777612268423,1.223912611552623,0.9607843137254902,0.30597787950679994,0.13265306122448978,0.0,0.5,0.875
64,Female,108034,84,19,9,2,0,1.367836447237892,1.3103924594246945,1.1593654946955336,1.735032300242789,1.5120671156391603,-1.1611070926746387,0.9019607843137255,0.8671879350864882,0.846938775510204,1.0,1.0,0.125
32,Male,94991,82,8,9,4,0,-0.8081897178932311,0.7995971570437805,1.0904991154442398,-0.32735750985778156,1.5120671156391603,-0.3661005245988848,0.27450980392156865,0.7219122085964735,0.8265306122448979,0.38888888888888884,1.0,0.375
25,Female,100530,51,15,2,6,1,-1.2841954415156644,1.016517741256606,0.023070237049183533,0.9850723692971269,-1.16890294755084,0.42890604347686917,0.13725490196078433,0.7836067764894576,0.510204081632653,0.7777777777777777,0.125,0.625
21,Male,107126,17,10,7,3,0,-1.5561987121570549,1.2748329919278096,-1.1476582102228137,0.04762245561504946,0.7460756690134459,-0.7636038086367618,0.05882352941176472,0.857074436684822,0.16326530612244897,0.5,0.75,0.25
39,Female,33016,72,8,6,8,0,-0.3321839942707979,-1.6274931492551645,0.74616721918777,-0.32735750985778156,0.36307994570058877,1.223912611552623,0.4117647058823529,0.03162138982635526,0.7244897959183673,0.38888888888888884,0.625,0.875
34,Female,70966,13,7,2,3,0,-0.6721880825725359,-0.1412797224855806,-1.2853909687254015,-0.514847492594197,-1.16890294755084,-0.7636038086367618,0.3137254901960784,0.4543166148739712,0.12244897959183672,0.33333333333333326,0.125,0.25
56,Female,81181,25,18,9,9,0,0.8238299059551113,0.2587642868543746,-0.8721926932176378,1.5475423175063734,1.5120671156391603,1.6214158955905003,0.7450980392156864,0.5680934718927169,0.24489795918367346,0.9444444444444444,1.0,1.0
51,Male,38847,81,10,3,1,0,0.48382581765337335,-1.3991371415741778,1.0560659258185927,0.04762245561504946,-0.7859072242379828,-1.558610376712516,0.6470588235294118,0.09656831623617473,0.8163265306122448,0.5,0.25,0.0
39,Female,39411,46,19,5,1,0,-0.3321839942707979,-1.3770495428206062,-0.14909571107905134,1.735032300242789,-0.019915777612268423,-1.558610376712516,0.4117647058823529,0.10285026898787053,0.4591836734693877,1.0,0.5,0.0
26,Male,106301,87,3,2,3,0,-1.2161946238553167,1.2425240043893404,1.2626650635724745,-1.264807423539859,-1.16890294755084,-0.7636038086367618,0.1568627450980392,0.8478854100533519,0.8775510204081631,0.1111111111111111,0.125,0.25
50,Female,100410,11,15,9,5,0,0.41582499999302575,1.0118182521601014,-1.3542573479766955,0.9850723692971269,1.5120671156391603,0.03140275943899218,0.6274509803921569,0.7822701907976075,0.1020408163265306,0.7777777777777777,1.0,0.5
38,Female,30722,80,10,5,7,1,-0.4001848119311455,-1.7173317158166777,1.0216327361929458,0.04762245561504946,-0.019915777612268423,0.8264093275147462,0.3921568627450981,0.006070326683819516,0.8061224489795917,0.5,0.5,0.75
22,Male,68593,9,6,5,3,1,-1.4881978944967071,-0.23421211936895933,-1.4231237272279893,-0.7023374753306125,-0.019915777612268423,-0.7636038086367618,0.07843137254901966,0.4278856328176341,0.08163265306122448,0.2777777777777778,0.5,0.25
66,Male,113678,87,19,7,1,1,1.5038380825585873,1.5314250965969614,1.2626650635724745,1.735032300242789,0.7460756690134459,-1.558610376712516,0.9411764705882354,0.9300520154598413,0.8775510204081631,1.0,0.75,0.0
40,Male,47285,95,3,4,3,0,-0.2641831766104503,-1.0686847332716285,1.5381305805776504,-1.264807423539859,-0.4029115009251256,-0.7636038086367618,0.43137254901960786,0.19055256680143912,0.9591836734693877,0.1111111111111111,0.375,0.25
61,Male,50468,52,1,1,2,0,1.1638339942568494,-0.9440307849868437,0.05750342667483051,-1.63978738901269,-1.551898670863697,-1.1611070926746387,0.8431372549019608,0.22600550227776478,0.520408163265306,0.0,0.0,0.125
68,Female,50235,76,11,1,8,0,1.6398397178792825,-0.9531556263158901,0.8838999776903579,0.23511243835146495,-1.551898670863697,1.223912611552623,0.9803921568627451,0.22341029839275578,0.7653061224489796,0.5555555555555555,0.0,0.875
39,Male,96627,50,6,4,7,0,-0.3321839942707979,0.8636668583927934,-0.011362952576463444,-0.7023374753306125,-0.4029115009251256,0.8264093275147462,0.4117647058823529,0.7401343268620308,0.5,0.2777777777777778,0.375,0.75
49,Female,101431,63,8,2,6,0,0.34782418233267814,1.0518030718895282,0.4362685125569472,-0.32735750985778156,-1.16890294755084,0.42890604347686917,0.607843137254902,0.7936423073924328,0.6326530612244897,0.38888888888888884,0.125,0.625
18,Male,116729,74,2,6,2,0,-1.7602011651380975,1.6509096068755913,0.815033598439064,-1.4522974062762746,0.36307994570058877,-1.1611070926746387,0.0,0.9640347066751318,0.7448979591836734,0.05555555555555555,0.625,0.125
28,Female,52336,15,11,4,3,1,-1.0801929885346215,-0.8708754047179218,-1.2165245894741075,0.23511243835146495,-0.4029115009251256,-0.7636038086367618,0.1960784313725491,0.24681168621423238,0.14285714285714282,0.5555555555555555,0.375,0.25
53,Female,103683,98,5,4,1,1,0.6198274529740685,1.1399968172672648,1.6414301494545913,-0.889827458067028,-0.4029115009251256,-1.558610376712516,0.6862745098039217,0.8187255655428209,0.9897959183673468,0.22222222222222224,0.375,0.0
29,Male,34617,93,17,4,3,1,-1.0121921708742738,-1.5647941322259655,1.4692642013263564,1.360052334769958,-0.4029115009251256,-0.7636038086367618,0.21568627450980393,0.04945367059845629,0.9387755102040816,0.8888888888888888,0.375,0.25
27,Male,68916,17,4,4,1,0,-1.1481938061949692,-0.2215626612175344,-1.1476582102228137,-1.0773174408034436,-0.4029115009251256,-1.558610376712516,0.17647058823529416,0.43148327597153074,0.16326530612244897,0.16666666666666666,0.375,0.0
56,Female,89529,90,11,2,6,0,0.8238299059551113,0.5856920783345455,1.3659646324494155,0.23511243835146495,-1.16890294755084,0.42890604347686917,0.7450980392156864,0.6610752831890936,0.9081632653061223,0.5555555555555555,0.125,0.625
24,Male,110177,11,4,3,6,1,-1.352196259176012,1.3943175022064394,-1.3542573479766955,-1.0773174408034436,-0.7859072242379828,0.42890604347686917,0.11764705882352944,0.8910571279001125,0.1020408163265306,0.16666666666666666,0.25,0.625
68,Female,33688,41,15,9,5,0,1.6398397178792825,-1.6011760103147388,-0.3212616592072862,0.9850723692971269,1.5120671156391603,0.03140275943899218,0.9803921568627451,0.03910626970071618,0.4081632653061224,0.7777777777777777,1.0,0.5
20,Male,69179,4,7,9,6,0,-1.6241995298174023,-0.2112629476143618,-1.5952896753562242,-0.514847492594197,1.5120671156391603,0.42890604347686917,0.03921568627450983,0.43441262627950233,0.030612244897959183,0.33333333333333326,1.0,0.625
47,Male,42410,42,6,3,1,0,0.21182254701198291,-1.2596014778171285,-0.28682846958163927,-0.7023374753306125,-0.7859072242379828,-1.558610376712516,0.5686274509803921,0.13625377307002595,0.4183673469387755,0.2777777777777778,0.25,0.0
45,Female,81899,31,15,7,8,0,0.07582091169128771,0.2868828966151272,-0.665593555463756,0.9850723692971269,0.7460756690134459,1.223912611552623,0.5294117647058824,0.5760907096156203,0.3061224489795918,0.7777777777777777,0.75,0.875
33,Female,70061,32,2,5,7,1,-0.7401889002328835,-0.1767217027550529,-0.631160365838109,-1.4522974062762746,-0.019915777612268423,0.8264093275147462,0.2941176470588236,0.4442365311146011,0.31632653061224486,0.05555555555555555,0.5,0.75
29,Male,97595,72,17,4,6,1,-1.0121921708742738,0.9015760704379306,0.74616721918777,1.360052334769958,-0.4029115009251256,0.42890604347686917,0.21568627450980393,0.7509161181096222,0.7244897959183673,0.8888888888888888,0.375,0.625
54,Female,106223,26,9,3,7,0,0.6878282706344161,1.2394693364766123,-0.8377595035919908,-0.13986752712136605,-0.7859072242379828,0.8264093275147462,0.7058823529411765,0.8470166293536494,0.2551020408163265,0.4444444444444444,0.25,0.75
61,Female,90447,66,8,9,2,0,1.1638339942568494,0.6216431699228059,0.5395680814338881,-0.32735750985778156,1.5120671156391603,-1.1611070926746387,0.8431372549019608,0.6713001637317473,0.6632653061224489,0.38888888888888884,1.0,0.125
27,Male,118375,78,16,9,6,0,-1.1481938061949692,1.7153709323159796,0.9527663569416518,1.1725623520335424,1.5120671156391603,0.42890604347686917,0.17647058823529416,0.9823682070816766,0.7857142857142856,0.8333333333333333,1.0,0.625
69,Male,110255,16,14,4,4,0,1.7078405355396302,1.3973721701191673,-1.1820913998484606,0.7975823865607115,-0.4029115009251256,-0.3661005245988848,1.0,0.891925908599815,0.1530612244897959,0.7222222222222221,0.375,0.375
28,Male,46355,36,4,4,4,0,-1.0801929885346215,-1.1051057737695393,-0.4934276073355211,-1.0773174408034436,-0.4029115009251256,-0.3661005245988848,0.1960784313725491,0.1801940276896003,0.3571428571428571,0.16666666666666666,0.375,0.375
28,Male,68350,33,11,9,3,0,-1.0801929885346215,-0.24372858478938117,-0.596727176212462,0.23511243835146495,1.5120671156391603,-0.7636038086367618,0.1960784313725491,0.4251790467916375,0.32653061224489793,0.5555555555555555,1.0,0.25
61,Male,107988,4,11,6,6,1,1.1638339942568494,1.3085909886043676,-1.5952896753562242,0.23511243835146495,0.36307994570058877,0.42890604347686917,0.8431372549019608,0.8666755772379457,0.030612244897959183,0.5555555555555555,0.625,0.625
20,Male,72582,20,5,2,6,1,-1.6241995298174023,-0.07799326931931848,-1.0443586413458728,-0.889827458067028,-1.16890294755084,0.42890604347686917,0.03921568627450983,0.4723159688575534,0.19387755102040813,0.22222222222222224,0.125,0.625
64,Female,42159,30,2,9,3,0,1.367836447237892,-1.2694312425106506,-0.700026745089403,-1.4522974062762746,1.5120671156391603,-0.7636038086367618,0.9019607843137255,0.13345808133123938,0.2959183673469387,0.05555555555555555,1.0,0.25
21,Male,113906,64,10,1,5,0,-1.5561987121570549,1.5403541258803202,0.4707017021825942,0.04762245561504946,-1.551898670863697,0.03140275943899218,0.05882352941176472,0.9325915282743564,0.6428571428571428,0.5,0.0,0.5
18,Male,86226,90,7,2,6,0,-1.7602011651380975,0.45633864095325605,1.3659646324494155,-0.514847492594197,-1.16890294755084,0.42890604347686917,0.0,0.6242857620209177,0.9081632653061223,0.33333333333333326,0.125,0.625
42,Female,76043,15,2,6,1,1,-0.1281815412897551,0.05754782870570208,-1.2165245894741075,-1.4522974062762746,0.36307994570058877,-1.558610376712516,0.47058823529411764,0.5108653278533319,0.14285714285714282,0.05555555555555555,0.625,0.0
54,Male,68011,11,13,7,5,1,0.6878282706344161,-0.2570046414870067,-1.3542573479766955,0.610092403824296,0.7460756690134459,0.03140275943899218,0.7058823529411765,0.42140319221216077,0.1020408163265306,0.6666666666666666,0.75,0.5
55,Female,63644,91,9,5,5,0,0.7558290882947637,-0.4280268821906371,1.4003978220750626,-0.13986752712136605,-0.019915777612268423,0.03140275943899218,0.7254901960784313,0.3727626112429134,0.9183673469387754,0.4444444444444444,0.5,0.5
33,Male,99258,80,10,5,4,0,-0.7401889002328835,0.966703156833657,1.0216327361929458,0.04762245561504946,-0.019915777612268423,-0.3661005245988848,0.2941176470588236,0.7694389681558458,0.8061224489795917,0.5,0.5,0.375
52,Male,98919,12,11,2,5,1,0.5518266353137209,0.9534271001360315,-1.3198241583510484,0.23511243835146495,-1.16890294755084,0.03140275943899218,0.6666666666666666,0.7656631135763692,0.11224489795918367,0.5555555555555555,0.125,0.5
28,Male,96228,25,11,7,7,0,-1.0801929885346215,0.8480410571469156,-0.8721926932176378,0.23511243835146495,0.7460756690134459,0.8264093275147462,0.1960784313725491,0.7356901794366291,0.24489795918367346,0.5555555555555555,0.75,0.75
42,Male,80514,19,5,8,8,0,-0.1281815412897551,0.23264295995963646,-1.0787918309715196,-0.889827458067028,1.1290713923263032,1.223912611552623,0.47058823529411764,0.5606642830888495,0.18367346938775508,0.22222222222222224,0.875,0.875
57,Male,104176,15,13,2,5,0,0.8918307236154589,1.1593038849720712,-1.2165245894741075,0.610092403824296,-1.16890294755084,0.03140275943899218,0.7647058823529412,0.8242167050935054,0.14285714285714282,0.6666666666666666,0.125,0.5
30,Female,91146,48,2,8,5,1,-0.9441913532139263,0.6490176939099452,-0.08022933182775739,-1.4522974062762746,1.1290713923263032,0.03140275943899218,0.23529411764705888,0.6790857753867745,0.47959183673469385,0.05555555555555555,0.875,0.5
61,Female,106846,84,7,5,9,0,1.1638339942568494,1.2638675173692988,1.1593654946955336,-0.514847492594197,-0.019915777612268423,1.6214158955905003,0.8431372549019608,0.8539557367371715,0.846938775510204,0.33333333333333326,0.5,1.0
58,Female,45069,92,10,6,6,0,0.9598315412758065,-1.1554686319204137,1.4348310117007095,0.04762245561504946,0.36307994570058877,0.42890604347686917,0.7843137254901961,0.165870284358606,0.9285714285714285,0.5,0.625,0.625
42,Female,43195,76,12,3,3,0,-0.1281815412897551,-1.2288589866441608,0.8838999776903579,0.42260242108788043,-0.7859072242379828,-0.7636038086367618,0.47058823529411764,0.14499727113754585,0.7653061224489796,0.611111111111111,0.25,0.25
20,Female,87340,2,2,9,2,1,-1.6241995298174023,0.4999655647324739,-1.6641560546075183,-1.4522974062762746,1.5120671156391603,-1.1611070926746387,0.03921568627450983,0.6366937325269266,0.01020408163265306,0.05555555555555555,1.0,0.125
22,Female,94430,4,14,4,3,0,-1.4881978944967071,0.7776270455176214,-1.5952896753562242,0.7975823865607115,-0.4029115009251256,-0.7636038086367618,0.07843137254901966,0.715663670487074,0.030612244897959183,0.7222222222222221,0.375,0.25
49,Female,68717,35,1,8,1,0,0.34782418233267814,-0.22935598063590457,-0.527860796961168,-1.63978738901269,1.1290713923263032,-1.558610376712516,0.607843137254902,0.42926677136587926,0.346938775510204,0.0,0.875,0.0
45,Female,56778,91,13,7,1,1,0.07582091169128771,-0.6969159833289761,1.4003978220750626,0.610092403824296,0.7460756690134459,-1.558610376712516,0.5294117647058824,0.2962876332408862,0.9183673469387754,0.6666666666666666,0.75,0.0
48,Female,114876,43,15,1,8,1,0.27982336467233054,1.5783416627437326,-0.25239527995599226,0.9850723692971269,-1.551898670863697,1.223912611552623,0.5882352941176471,0.9433955959501454,0.42857142857142855,0.7777777777777777,0.0,0.875
58,Female,49577,44,5,3,3,0,0.9598315412758065,-0.9789244915283903,-0.2179620903303453,-0.889827458067028,-0.7859072242379828,-0.7636038086367618,0.7843137254901961,0.21608135351577734,0.43877551020408156,0.22222222222222224,0.25,0.25
62,Male,80788,95,2,3,1,0,1.231834811917197,0.243373460063322,1.5381305805776504,-1.4522974062762746,-0.7859072242379828,-1.558610376712516,0.8627450980392156,0.5637161537519075,0.9591836734693877,0.05555555555555555,0.25,0.0
37,Female,30780,4,9,5,6,1,-0.4681856295914931,-1.7150602960867005,-1.5952896753562242,-0.13986752712136605,-0.019915777612268423,0.42890604347686917,0.37254901960784315,0.0067163431015471176,0.030612244897959183,0.4444444444444444,0.5,0.625
48,Female,42428,54,4,8,1,0,0.27982336467233054,-1.2588965544526527,0.12636980592612446,-1.0773174408034436,1.1290713923263032,-1.558610376712516,0.5882352941176471,0.13645426092380353,0.5408163265306122,0.16666666666666666,0.875,0.0
21,Male,99176,37,14,2,4,0,-1.5561987121570549,0.9634918392843789,-0.4589944177098741,0.7975823865607115,-1.16890294755084,-0.3661005245988848,0.05882352941176472,0.7685256345997482,0.36734693877551017,0.7222222222222221,0.125,0.375
18,Male,43364,67,18,5,3,1,-1.7602011651380975,-1.2222405394999167,0.5740012710595351,1.5475423175063734,-0.019915777612268423,-0.7636038086367618,0.0,0.1468796293202348,0.673469387755102,0.9444444444444444,0.5,0.25
28,Female,61956,46,4,1,7,0,-1.0801929885346215,-0.494133028814802,-0.14909571107905134,-1.0773174408034436,-1.551898670863697,0.8264093275147462,0.1960784313725491,0.353961305844221,0.4591836734693877,0.16666666666666666,0.0,0.75
27,Male,90835,66,13,2,3,0,-1.1481938061949692,0.6368381846681708,0.5395680814338881,0.610092403824296,-1.16890294755084,-0.7636038086367618,0.17647058823529416,0.6756217908020627,0.6632653061224489,0.6666666666666666,0.125,0.25
29,Male,119121,23,13,4,4,1,-1.0121921708742738,1.744586089532583,-0.9410590724689317,0.610092403824296,-0.4029115009251256,-0.3661005245988848,0.21568627450980393,0.9906773147993451,0.22448979591836732,0.6666666666666666,0.375,0.375
47,Female,96875,11,3,7,8,1,0.21182254701198291,0.8733791358589029,-1.3542573479766955,-1.264807423539859,0.7460756690134459,1.223912611552623,0.5686274509803921,0.7428966039585212,0.1020408163265306,0.1111111111111111,0.75,0.875
55,Female,35482,40,6,7,3,0,0.7558290882947637,-1.5309186483219948,-0.3556948488329332,-0.7023374753306125,0.7460756690134459,-0.7636038086367618,0.7254901960784313,0.05908822579387624,0.39795918367346933,0.2777777777777778,0.75,0.25
30,Male,108358,86,9,3,2,0,-0.9441913532139263,1.3230810799852568,1.2282318739468276,-0.13986752712136605,-0.7859072242379828,-1.1611070926746387,0.23529411764705888,0.8707967164544836,0.8673469387755102,0.4444444444444444,0.25,0.125
30,Female,75027,74,13,9,3,1,-0.9441913532139263,0.017758821021963023,0.815033598439064,0.610092403824296,1.5120671156391603,-0.7636038086367618,0.23529411764705888,0.49954890232900057,0.7448979591836734,0.6666666666666666,1.0,0.25
32,Male,51177,94,3,2,3,0,-0.8081897178932311,-0.9162646369083288,1.5036973909520035,-1.264807423539859,-1.16890294755084,-0.7636038086367618,0.27450980392156865,0.2339024960737796,0.9489795918367346,0.1111111111111111,0.125,0.25
65,Male,94335,95,10,6,3,0,1.4358372648982398,0.7739066166495553,1.5381305805776504,0.04762245561504946,0.36307994570058877,-0.7636038086367618,0.9215686274509803,0.7146055401476927,0.9591836734693877,0.5,0.625,0.25
20,Male,100660,14,9,1,4,0,-1.6241995298174023,1.021608854444486,-1.2509577790997546,-0.13986752712136605,-1.551898670863697,-0.3661005245988848,0.03921568627450983,0.7850547443222953,0.13265306122448978,0.4444444444444444,0.0,0.375
23,Female,99817,31,11,3,5,0,-1.4201970768363597,0.9885949435415411,-0.665593555463756,0.23511243835146495,-0.7859072242379828,0.03140275943899218,0.09803921568627455,0.7756652298370479,0.3061224489795918,0.5555555555555555,0.25,0.5
54,Female,70604,35,16,9,7,0,0.6878282706344161,-0.1554565145933695,-0.527860796961168,1.1725623520335424,1.5120671156391603,0.8264093275147462,0.7058823529411765,0.45028458137022315,0.346938775510204,0.8333333333333333,1.0,0.75
29,Male,47235,85,19,2,4,0,-1.0121921708742738,-1.0706428537285053,1.1937986843211807,1.735032300242789,-1.16890294755084,-0.3661005245988848,0.21568627450980393,0.18999565609650154,0.8571428571428571,1.0,0.125,0.375
32,Female,74358,75,9,9,9,1,-0.8081897178932311,-0.008440830691050198,0.8494667880647109,-0.13986752712136605,1.5120671156391603,1.6214158955905003,0.27450980392156865,0.49209743709693593,0.7551020408163265,0.4444444444444444,1.0,1.0
30,Female,38693,95,5,4,8,1,-0.9441913532139263,-1.4051681525813589,1.5381305805776504,-0.889827458067028,-0.4029115009251256,1.223912611552623,0.23529411764705888,0.09485303126496697,0.9591836734693877,0.22222222222222224,0.375,0.875
38,Female,80659,55,8,5,1,1,-0.4001848119311455,0.23832150928457954,0.16080299555177144,-0.32735750985778156,-0.019915777612268423,-1.558610376712516,0.3921568627450981,0.5622793241331685,0.5510204081632653,0.38888888888888884,0.5,0.0
51,Male,71336,58,11,4,9,0,0.48382581765337335,-0.12678963110469138,0.2641025644287123,0.23511243835146495,-0.4029115009251256,1.6214158955905003,0.6470588235294118,0.4584377540905092,0.5816326530612245,0.5555555555555555,0.375,1.0
32,Female,96551,27,15,1,7,0,-0.8081897178932311,0.8606905152983405,-0.8033263139663439,0.9850723692971269,-1.551898670863697,0.8264093275147462,0.27450980392156865,0.739287822590526,0.26530612244897955,0.7777777777777777,0.0,0.75
20,Female,66365,78,3,8,7,0,-1.6241995298174023,-0.321465966927395,0.9527663569416518,-1.264807423539859,1.1290713923263032,0.8264093275147462,0.03921568627450983,0.40306969180561597,0.7857142857142856,0.1111111111111111,0.875,0.75
48,Female,87013,11,10,8,4,0,0.27982336467233054,0.4871594569444988,-1.3542573479766955,0.04762245561504946,1.1290713923263032,-0.3661005245988848,0.5882352941176471,0.6330515365166349,0.1020408163265306,0.5,0.875,0.375
29,Female,50164,40,16,4,6,0,-1.0121921708742738,-0.9559361573646553,-0.3556948488329332,1.1725623520335424,-0.4029115009251256,0.42890604347686917,0.21568627450980393,0.2226194851917444,0.39795918367346933,0.8333333333333333,0.375,0.625
56,Female,43990,95,5,3,4,0,0.8238299059551113,-1.1977248713798176,1.5381305805776504,-0.889827458067028,-0.7859072242379828,-0.3661005245988848,0.7450980392156864,0.15385215134605318,0.9591836734693877,0.22222222222222224,0.25,0.375
31,Male,61726,38,17,8,5,0,-0.8761905355535787,-0.5031403829164358,-0.42456122808422714,1.360052334769958,1.1290713923263032,0.03140275943899218,0.2549019607843137,0.3513995166015082,0.37755102040816324,0.8888888888888888,0.875,0.5
56,Male,34089,66,15,6,1,0,0.8238299059551113,-1.5854718842505857,0.5395680814338881,0.9850723692971269,0.36307994570058877,-1.558610376712516,0.7450980392156864,0.043572693554315534,0.6632653061224489,0.7777777777777777,0.625,0.0
19,Female,76231,5,4,6,4,0,-1.69220034747775,0.06491036162355932,-1.5608564857305773,-1.0773174408034436,0.36307994570058877,-0.3661005245988848,0.019607843137254943,0.5129593121038973,0.04081632653061224,0.16666666666666666,0.625,0.375
44,Female,85547,38,18,4,5,1,0.00782009403094011,0.42974736514886747,-0.42456122808422714,1.5475423175063734,-0.4029115009251256,0.03140275943899218,0.5098039215686275,0.6167229146478654,0.37755102040816324,0.9444444444444444,0.375,0.5
33,Male,79647,14,15,6,2,0,-0.7401889002328835,0.19868915123739064,-1.2509577790997546,0.9850723692971269,0.36307994570058877,-1.1611070926746387,0.2941176470588236,0.5510074514652321,0.13265306122448978,0.7777777777777777,0.625,0.125
47,Male,114901,89,7,1,1,0,0.21182254701198291,1.5793207229721709,1.3315314428237686,-0.514847492594197,-1.551898670863697,-1.558610376712516,0.5686274509803921,0.9436740513026141,0.8979591836734693,0.33333333333333326,0.0,0.0
20,Female,56497,80,4,6,6,0,-1.6241995298174023,-0.7079206202966244,1.0216327361929458,-1.0773174408034436,0.36307994570058877,0.42890604347686917,0.03921568627450983,0.29315779507913703,0.8061224489795917,0.16666666666666666,0.625,0.625
30,Male,66059,13,11,5,5,0,-0.9441913532139263,-0.33344966412348176,-1.2853909687254015,0.23511243835146495,-0.019915777612268423,0.03140275943899218,0.23529411764705888,0.39966139829139796,0.12244897959183672,0.5555555555555555,0.5,0.5
48,Male,31614,81,18,4,4,1,0.27982336467233054,-1.6823988468659934,1.0560659258185927,1.5475423175063734,-0.4029115009251256,-0.3661005245988848,0.5882352941176471,0.01600561365990577,0.8163265306122448,0.9444444444444444,0.375,0.375
57,Female,95296,20,8,4,2,0,0.8918307236154589,0.8115416918307298,-1.0443586413458728,-0.32735750985778156,-0.4029115009251256,-1.1611070926746387,0.7647058823529412,0.7253093638965928,0.19387755102040813,0.38888888888888884,0.375,0.125
23,Male,91039,62,9,6,5,0,-1.4201970768363597,0.6448273161322285,0.40183532293130025,-0.13986752712136605,0.36307994570058877,0.03140275943899218,0.09803921568627455,0.6778939864782081,0.6224489795918366,0.4444444444444444,0.625,0.5
32,Female,118842,19,7,7,9,0,-0.8081897178932311,1.7336597773832099,-1.0787918309715196,-0.514847492594197,0.7460756690134459,1.6214158955905003,0.27450980392156865,0.9875697530657934,0.18367346938775508,0.33333333333333326,0.75,1.0
